,Автор,Название картины,Ссылка на картину,Описание,Год,Размер,Материал,Техника,Жанр,Стиль,Галерея
681,Петров-Водкин Кузьма,1918 год в Петрограде,https://opisanie-kartin.ru/petrov-vodkin-kuzma/1918-god-v-petrograde/,"  Полотно «1918 год в Петрограде» авторства Кузьмы Петрова-Водкина имеет негласное второе название: «Петроградская Мадонна». В работе очень четко можно увидеть черты иконописи, но явно в новом прочтении и переосмыслении художника. На картине мы видим женщину, которая кормит ребенка. Так как городской пейзаж изображен в удаленной перспективе, и за спиной женщины мы видим балконные перила, мы понимаем, что она стоит на балконе городского дома. Её черты лица суровы, сдержанны, спокойны, в глазах видна печаль и усталость. Женщина написана художником в иконописном стиле, поэтому, как и на иконах, её взгляд обращён к зрителю. Волосы, как и на всех образах у Девы Марии, убраны под платок. Так как Кузьма Сергеевич воспринял революцию в России как великое и грандиозное событие, многие предметы и вещи несут двойной смысл. К примеру, алую накидку на плече можно трактовать как в иконе символом, победы жизни над смертью, а можно и как символ революции. Голубой дом на заднем плане считают символом надежды на прекрасное будущее, но при этом можно разглядеть, что окна в этом здании разбиты или затянуты паутиной, что вызывает чувство печали и уныния. Очереди на улице, ведь как известно, 1918 год был голодным и сложным, тоже вносят особый диссонанс к образу матери. Многие искусствоведы склоняются к тому, что образ молодой женщины полотна «1918 год в Петрограде» является переходным от образа Богоматери к образу Родина-Мать. Полотно же в целом говорит нам, что несмотря на всю сложность времени и эпохи, жизнь продолжается и надежда на будущее, скорее всего не безоблачное, всё-таки есть. ", 1920., 73 x 92 см., холст., масло., жанровая живопись., символизм.," Государственная Третьяковская галерея, Москва, Россия."
682,Петров-Водкин Кузьма,Селедка,https://opisanie-kartin.ru/petrov-vodkin-kuzma/seledka/,  , 1918.," 58 x 88,5 см.", холст., масло., натюрморт., символизм.," Государственный Русский музей, Санкт-Петербург, Россия."
683,Пикассо Пабло,Дриада,https://opisanie-kartin.ru/pikasso-pablo/driada/,"  Великолепную габаритную картину «Дриада» или «Обнаженная в лесу», Пабло Пикассо написал маслом на холсте в свой африканский период. Искусство Африки всегда привлекало художника. Он восхищался выставочными экспонатами в музеях, восторгался необычной притягательной силой магии скульптур, которые часто были грубыми, однако очень притягательными. Картины была написана в 1908 году. Живописец изобразил на картине не то женщину, не то идола из дерева. Создается впечатление, что он просто вытолкнул из чащи древний лесной дух-божество – дриаду. Мастер кисти считал, что магию матушки-природы можно с легкостью передать магией красок. В раннем кубизме картина «Дриада» выгодно выделяется тем, что она наполнена энергией жизни, ведь деревянный истукан – не застывшая фигура, а жестикулирующая Галатея. О том, что к написанию «Дриады» Пикассо подошел по-особенному, свидетельствует размер полотна. Тщательно продуманную композицию художник перенес на большой холст. Это говорит о том, что картина довольно значима. Фон полотна своеобразен. Скульптурная фигура обрамлена двумя стволами мертвенных деревьев, которые образуют нишу. Сама же дриада выдвинута вперед. Цветовое решение тоже специфическое: лицо затемненное, а во всем образе преобладает оттенок желтой охры. Главное, что впечатляет зрителя при рассматривании «Дриады», – упрощенная манера написания и огрубление при изображении женского тела. К подобным действиям живописца побуждал эпатаж, ведь Пикассо стремился с помощью самых простых методов передать реальность. Его произведение не свелось к геометризации, оно имеет собственный смысл. Таинственный мир «Дриады» мрачный, открыт для темных сил, его не озаряет свет солнца. Силуэт женщины, исполненный в коричневых оттенках (от светлого до темного) немного вульгарен, со скрытой энергией. Это свидетельство того, что художник часто размышлял над противоречивостью человеческой природы. ", 1908., 185 x 108 см., холст., масло., ню., кубизм.," Эрмитаж, Санкт-Петербург, Россия."
684,Пикассо Пабло,Сон,https://opisanie-kartin.ru/pikasso-pablo/son-2/,"» с французского переводится как «Мечта» — таким образом картина изображает процесс «мечтаний» и эти грезы напрямую касаются Пикассо и в частности его половой принадлежности. Некоторые эксперты в дополнение к этому находят процесс превращения алых губ Марии-Терезы во влагалище. Также очевидный сексуальный подтекст подразумевает под собой игра рук, а если быть поточнее, то их месторасположение — они покоятся внизу живота Вальтер. Намек на сексуальное удовлетворение может быть интерпретирован в откинутой назад голове, словно Мария-Тереза поддается сладкому экстазу. Ее блузка элегантно ниспадает с плеч, тем самым обнажая округлую грудь и подчеркивая волнообразные движения вместе с ритмом колыбельной, который пронизывает всю картину. Лента желто-красного колье на шее поднимается и опускается в такт покойному, размеренному дыханию. Кажется, что Мария-Тереза мягкая и упругая одновременно. Ее кожа слегка зеленоватая, отливающая серебром. Этот бледно-зеленый цвет переходит в сиреневые тени, сохраняя волшебную прозрачность. Даже приодетой Мария-Тереза выглядит мягкой и беззаботной, с очевидным чувством радости и неисчерпаемой жизненной силой. Красочность колорита картины вместе с гармонией линий создают контраст: ярко-красное кресло перекликается с зеленью фона, а свежесть серебристого тона кожи подчеркнута теплым коричневым цветом штор. Эти чувственные намеки по всей живописи указывают, что секс у Вальтер не только на уме (фаллическое присутствие на лице), но и между ногами (положение рук у живота). Лицо Марии-Терезы выглядит словно при выполнении фелляции. Согласно высказываниям биографа Пикассо Джона Ричардсона, картина изображает секс на подсознательном, мысленном уровне. А вот нынешний владелец Стив Уиин считает иначе и имеет по этому поводу достойные объяснения. Его восприятие всех этих сексуальных аспектов объясняется так: «Если вы 51-летний мужчина и у вас есть 21-летняя подруга, то вполне естественно, что это воображение самого Пикассо, а не его любовницы. Каждый 51-летний мужчина желает или надеется, что его пассия мечтает исключительно о нем и о его теле. Это своеобразный символ принятия желаемого за действительное». Поэтому предположительно название картины может относиться ближе к мечте Пикассо, а не Вальтер. ", 1932.," 130,2 x 97 см.", холст., масло., портрет., кубизм., частное собрание.
685,Пикассо Пабло,Девочка на шаре,https://opisanie-kartin.ru/pikasso-pablo/devochka-na-share/,"  Картина «Девочка на шаре» открывает так называемый «розовый период» творчества Пабло Пикассо. В это время он окончательно переезжает в Париж. У него завязываются новые знакомства, дружба, отношения с Фернандой Оливье. Картины приобретают светло-розовую, воздушную насыщенность; жемчужно-серые, розово-красные, охристые тона существенно отличаются от предыдущего, грустного и статичного «голубого периода» мастера. Пикассо поддается всеобщей увлеченности цирковыми сюжетами, которые были очень популярны в то время. Его работы изображают бродячих артистов и комедиантов, передают определенный настрой, отличаются жизненной наполненностью. «Девочка на шаре» — шедевр, основным посылом которого является противопоставление легкости, гибкости и устойчивости, массивности, констатация двух разных форм, непохожесть, «крайности» бытия. Это грация девочки-акробатки, и монолитность атлета, подвижность шара и устойчивость куба. Полотно построено на контрастах, наполнено внутренним драматизмом. Фон картины — это унылый пейзаж, выжженная солнцем земля, на которой пасется одинокая лошадь; женщина с ребенком, идущая куда-то, холмистая местность, проселочная дорога… Постоянство, которое будет оставаться неизменным еще очень долгое время. Контрастом фону служат бродячие артисты, жизнь которых — всегда в движении, всегда в толпе. Безмолвие заднего плана заканчивается с приездом циркачей, несущих с собой атмосферу веселья и шумной радости. Реквизит артистов — шар и куб — также обыгрывается художником как противопоставление устойчивости, постоянства, — движению, изменчивости. Гибкость, грация девочки, удерживающей равновесие, и застывший атлет, который слился со своим постаментом. Нежные розовые, жемчужные тона, новизна и ощущение наполненности, воздушности, легкости, подчеркиваются красочным штрихом — ярким красным цветком в волосах девочки-гимнастки. Это практически единственное яркое пятно, которое обращает на себя внимание среди пастельно-спокойных цветов картины. Стоит отметить, что художники того времени, и Пикассо, в частности, отождествляли себя с цирковыми актерами — изгоями общества, ремесло которых — зрелища, что так жаждет толпа. В цирке Медрано, который располагался у Монмартрского холма, Пикассо находит для себя массу интересного материала — людей: взрослых и совсем юных, прекрасных и безобразных в совершенстве владеющих своим мастерством. Тут и богатая палитра костюмов, жестов, характеров. Персонажи мастера из «голубого периода» творчества не могут похвастаться таким разнообразием реальных объемов, форм, наполненности жизнью — они более статичны, неподвижны. Нищета и печаль в «розовом периоде» сменяется на живой, подвижный мир цирка и театра. Также музой мастера в этом периоде становится Фернанда Оливье — модель с пышными формами, вдохновляющая художника на создание такого образа, как женщина-гитара. Они живут в Бато-Лавур — этом странном пристанище поэтов, торговцев, художников, дворников на грани нищеты, но в идеальном творческом беспорядке. Картина «Девочка на шаре» (так называемый «мостик» между «голубым» и «розовым» периодами в творчестве художника) попала в Россию благодаря Ивану Абрамовичу Морозову, который приобрел ее у Канвейлера в 1913 году за 16 тысяч франков. До этого, полотно находилось в коллекции Гертруды Стайн. Для сравнения, в 1906 году Воллар приобрел у Пикассо 30 полотен за 2 тысячи франков. На сегодняшний день картина «Девочка на шаре» находится в Государственном музее изобразительных искусств им. А.С.Пушкина в Москве. ", 1905., 147 × 95 см., холст., масло., жанровая живопись.," экспрессионизм, символизм."," Государственный музей изобразительных искусств имени А. С. Пушкина, Москва, Россия."
686,Пикассо Пабло,Авиньонские девицы,https://opisanie-kartin.ru/pikasso-pablo/avinyonskie-devicy/,"  Полотно было написано в 1907 году и ознаменовало собой новый творческий этап в жизни Пикассо — кубизм. История создания картины гласит, что сюжет навеян кварталом Авиньон в Барселоне, в котором располагался публичный дом. Задумывая произведение, художник сделал несколько эскизов, основные их которых — соблазнительная сцена в борделе, но в процессе работы остановился на выполнении пяти обнаженных фигур и натюрморта. Эта картина взорвала представление о живописи в обывательском понимании этого слова. Шокировала публику, которая знала Пикассо, и которому вновь удалось добиться ошеломляющего эффекта посредством новаторства. Тут отрицаются и органическая целостность человеческого тела, и его пропорции. Изображения создают эффект трехмерности, а грани, клинья, углы затенены таким образом, что являют собой картину некоего отвердевшего пространства, или прозрачных тел, и все это целостно, непрерывно, обтекаемо… Мастер представил зрителям неких чудовищ с масками вместо лиц, едва обозначенной половой принадлежностью, пугающими созданиями дикой природы, агрессивной эротики, возбуждающей экспрессии. Изображенные фигуры выполнены по-разному необычно. Слева силуэт имеет что-то общее с ассирийскими и египетскими рельефами. Женские фигуры в центральной части полотна — это роспись романских храмов Каталонии, с присущим ей мистическим лиризмом. Лица правых фигур напоминают африканские лики. Они как будто владеют знанием жуткого, магического ритуала. Данный факт имеет свою подоплеку, ведь в 1907 году в Париже проходила выставка, посвященная культуре и быту народов Африки. В своем произведении Пикассо по-новому воссоздал увиденные ритуальные маски африканцев. На картине — таинственные, пугающие зрителя существа, которые завораживают своей неподвижностью. Мастер создал мрачные и загадочные образы, которые подавляют мысли, инстинкты и чувства, довлеют над зрителем. Именно отсюда идет «демонизм» в творчестве мастера, о котором так много говорят критики. Пикассо ставил перед собой задачу перенести объемную форму на плоскость, расчленить ее на геометрические составляющие, а также решить поиск экспрессивной деформации, выразить гротеск. Ему удается насытить фигуры мощной силой и жутковатой агрессией. В картине присутствуют охристо-розовые цвета и синеватый тон, как дань уже ушедших «голубого и розового» периодов в творчестве художника. Угловато-острые элементы рисунка напоминают технику Матисса. Расположение, группировка фигур — это, скорее всего, от Сезанна, который вдохновил своими «Купальщицами» немало художников-кубистов. Несомненно, картина имеет традиционное и в то же время новаторское начало. Переплетение этих двух квинтэссенций несет зашифрованность и аллегоричность сюжета. Тут господствуют варварские истоки, стихийные, с хаотичными вкраплениями, когда вся история была соткана из мифов и сказаний. Парижская богема приняла «Девиц» не однозначно. А. Матисс усмотрел в этом произведении ключ к новому развитию изобразительного искусства, приревновал, а потому отошел к тем, кто был против картины. Жорж Брак, наоборот, настолько восхитился изображением, что она вдохновила его на создание своей «Обнаженной». История написания полотна, также, тесно связана с личным кризисом отношений мастера и Фернанды Оливье — они девять лет вместе, Пикассо начинает тяготиться этими отношениями, и решает проверить чувства альтернативными связями. В картине нет сюжетности, она наполнена неким мистическим смыслом. Ее язык необычен и нов, а сама манера исполнения стала значительным событием в изобразительном искусстве того времени. Своим названием полотно обязано Анре Сальмону — поэту и близкому другу Пикассо. ", 1907.," 243,9 x 233,7 см.", холст., масло., ню., кубизм.," Музей современного искусства, Нью-Йорк, США."
687,Пикассо Пабло,Муза,https://opisanie-kartin.ru/pikasso-pablo/muza/,  , 1935., 130 x 162 см., холст., масло., ню.," кубизм, сюрреализм.", нет данных.
688,Пикассо Пабло,Старый слепой гитарист,https://opisanie-kartin.ru/pikasso-pablo/staryj-slepoj-gitarist/,"  Один из самых трогательных периодов творчества Пабло Пикассо – именно голубая пора. В это время ближайший друг художника уходит из жизни из-за неразделенной любви, все внутреннее состояние мастера претерпевает сильнейшие изменения. Меняется и художественная техника написания картин. Холодный синий цвет – выражение тоски, фрустрации, доброй грусти, холодности – интерпретировать его можно совершенно по-разному, но почему-то художник выбирает именно синюю палитру цветов. Драма, грусть, манера написания, цветовое оформление – все, что характерно для «голубой поры» Пикассо мы видим в картине «Старый гитарист». В оборванных лохмотьях, согнув спину и скрестив ноги, человек, которого мы видим на картине Пабло, по мнению многих искусствоведов – дань уважения другому художнику-маньеристу – Эль Греко. Замкнутое пространство картины словно заставляет этого старца сгибаться, давит на него. Безысходность, чувство давления и бесконечного одиночества заключается в этом полотне. Тонкие пальцы, вытянутые кисти рук – все это выдает физическую слабость изображаемого, но при всем этом старец оказывается слеп. Стоит отметить, что слепота изображается Пикассо во многих полотнах, как признак полной беспомощности и опустения. При этом картины, изображающие слепых людей, создаются Пикассо таким образом, что вызывают наибольший эмоциональный отклик зрителя. Примечательно, что при рентгеновском анализе картины на ней был обнаружен первоначальный рисунок – кормящая грудью женщина, также выписанная в голубых тонах. Ее фигура располагалась прямо «позади» старика, а также на картине были распознаны изображения молодой коровы и теленка. ", 1903.," 121,3 x 82,5 см.", холст., масло., жанровая живопись., экспрессионизм.," Чикагский художественный институт, Чикаго, США."
689,Пикассо Пабло,Наука и милосердие,https://opisanie-kartin.ru/pikasso-pablo/nauka-i-miloserdie/,  , 1897.," 249,5 x 197 см.", холст., масло., жанровая живопись., реализм.," Музей Пикассо, Барселона, Испания."
690,Пикассо Пабло,Герника,https://opisanie-kartin.ru/pikasso-pablo/gernika/," Бомбардировка нацистами города вольнолюбивых басков в апреле 1937 года вызвала в мире всеобщий протест. Этот протестный настрой мировой общественности четко выразил Пабло Пикассо в поразительной картине «Герника». В ней струнами рвущихся нервов звенят насилие и горе, страдания и агония. Из этого полотна втекает в душу поражённого зрителя трагическое ощущение уничтожения, смерти, разрухи, апокалипсиса. На картине нет изображения города и падающих бомб, только языки пламени. Передаваемые образы упрощены до предела. У зрителя создаётся ощущение, что он попал в жуткий подвал. У женщины и мужчины, которые обращены лицами к зрителю, рты широко открыты, искажены болью, они кричат. Отверстия ноздрей и глаза сдвинуты выше лба. Другие фигуры, что в правой зоне полотна, объятые паническим ужасом, пытаются бежать прочь от пылающего здания. Женщина падает из окна горящего дома. Вблизи мужчины, поднявшего вверх руки, Пабло Пикассо изобразил очертания двух человеческих лиц. Они встревожены, напряжены, но наполнены решимостью. Яркой фигурой левой части полотна становится рыдающая мать. Голова женщины запрокинута назад, в руках — мертвый малыш. Это олицетворение горя всех матерей, потерявших детей. А рядом — образ быка, символизирующий равнодушие, жёсткость. Другими словами, всё то, что олицетворяет фашизм. Животное топчет сражённого воина, напоминающего распятие. В отрубленной руке погибшего солдата — сломанный меч. Этот персонаж — символ физического страдания. Здесь и образ лошади — также страдание безвинных, она бьётся в конвульсиях. Женщина, которая профилем напоминает античную богиню, в выдвинутой вперёд руке крепко удерживает горящий светильник. Зрачок ей заменяет электрическая лампочка. Она захлёбывается криком, о чём свидетельствует широко раскрытый рот, но слушать ее здесь больше некому. А над этим миром, поглощаемым хаосом, горит лампа накаливания. Повсюду гибель и разрушения. Боль, гнев и потребность в возмездии сквозят в каждом уголке картины «Герника». Характерные линии усиливают ощущения: то они круглые и тонкие, то вдруг становятся преломляющимися, острыми. Они отражают человеческую психику, погрязшую в страданиях и ужасе. ", 1937., 349 × 776 см., холст., масло., символическая живопись., сюрреализм.," Музей королевы Софии, Мадрид, Испания."
691,Пимоненко Николай,Жатва на Украине,https://opisanie-kartin.ru/pimonenko-nikolaj/zhatva-na-ukraine/,  , 1896., нет данных., холст., масло., жанровая живопись.," реализм, романтизм."," Волгоградский областной музей изобразительных искусств, Волгоград, Россия."
692,Пимоненко Николай,Сваты,https://opisanie-kartin.ru/pimonenko-nikolaj/svaty/,  , 1896., 72 x 102 см., холст., масло., жанровая живопись., реализм., Краснодарский краевой художественный музей имени Ф. А. Коваленко.
693,Пиросмани Нико,Друзья Бегоса,https://opisanie-kartin.ru/pirosmani-niko/druzya-begosa/,  , 1910-е., 113 x 177 см., клеенка., масло., жанровая живопись., примитивизм.," Государственный музей искусства народов Востока, Москва, Россия."
694,Пиросмани Нико,Вывеска пивной Закатала,https://opisanie-kartin.ru/pirosmani-niko/vyveska-pivnoj-zakatala/,  , нет данных., 92 x 120 см., клеенка., масло., реклама., примитивизм.," Государственный музей искусств Грузии, Тбилиси, Грузия."
695,Пиросмани Нико,Рыбак среди скал,https://opisanie-kartin.ru/pirosmani-niko/rybak-sredi-skal/,  , 1906.," 125,5 x 53,1 см.", клеенка., масло., портрет., примитивизм.," Государственная Третьяковская галерея, Москва, Россия."
696,Пластов Аркадий,Сенокос,https://opisanie-kartin.ru/plastov-arkadij/senokos/,"  Картина Аркадия Пластова «Сенокос» — одна из самых известных работ художника, которую он написал в 1945 году. На картине изображен самый разгар лета, цветущий луг очаровывает зрителя своими яркими красками, кажется, что работа наполнена и звуками: поют косы, шелестят травы и листья, щебечут птицы, жужжат насекомые. Лето в деревне даже для детей — это не просто отдых и каникулы — это труд и помощь всей семье. В деревне сенокос, как правило, начинался в середине лета — июле. Крестьяне целые дни проводили в поле, слаженно трудясь, подбадривая себя песнями. Картина «Сенокос» показывает зрителям не только непростой крестьянский труд, но и своеобразное единение, гармонию человека и природы. Кажется, что в картине переданы и запахи: свежескошенной травы, теплого ароматного ветерка. Аркадий Пластов вырос в деревне, поэтому, он, как никто другой смог передать настроение и чувства крестьянской семьи, работающей в поле. Подросток, ловко орудующий косой, кажется нисколько не уставшим, видимо, дело в том, что за время недавней войны, оставшись главой семьи, он привык полностью рассчитывать только на свои силы. Женщина в простом платье и косынке — собирательный образ крестьянки тех лет. Она тоже загорелая и готовая к тяжелому труду — война закалила и ее. Следующий персонаж — это мужчина средних лет, только вернувшись с войны, он сразу взял хозяйство в свои руки — медлить нельзя, иначе зимой вся семья будет страдать от голода. Последний косарь — мужчина в годах, с седой бородой, многое переживший, но он тоже старается не отставать от молодых и крепких работников. Точность передачи изображения Пластовым можно сравнить с фотографичностью работ Шишкина, яркость красок — с произведениями Кустодиева, любовь к родной природе — с творениями Левитана. Цветочный луг пестрит самыми разнообразными оттенками: и красными, и фиолетовыми, и розовыми. Не обошлось и без традиционного символа России — изящных стройных березок. Картина Аркадия Пластова «Сенокос» — это настоящий гимн и родной природе, и мирной жизни, и трудолюбивым людям. Вся красота летней русской природы здесь не воспринимается в отрыве от простого крестьянского труда. ", 1945., 193 x 232 см., холст., масло., жанровая живопись., соцреализм.," Государственная Третьяковская галерея, Москва, Россия."
697,Пластов Аркадий,Первый снег,https://opisanie-kartin.ru/plastov-arkadij/pervyj-sneg/,"  В произведениях Аркадия Пластова невооруженным взглядом видна неподдельная любовь к сельской жизни, крестьянству; именно этой теме посвящены многие его работы. Одна из самых известных его картин на эту тему — «Первый снег». На ней художник изобразил простой сюжет из деревенской жизни — декорациями являются изба, палисадник перед ней, береза. Но главное на картине — снегопад. На крыльце старенькой деревенской избы стоят двое детей — видимо, брат и сестра, и завороженно смотрят на падающий с неба снег. Мягким белым ковром покрывают миллионы кружащихся в танце снежинок землю, деревья, постройки. Это зрелище поражает и завораживает их — видно, что они очень долго ждали этого события. На лицах детей застыли улыбки — чистые, искренние, какие могут быть только у людей, способных находить красоту в простых обыденных вещах. Видимо, дети, увидев за окном падающий снег, собирались на улицу второпях, девочка накинула лишь шерстяной платок поверх платья, но своего младшего брата одела теплее: на нем пальтишко и шапка. Ноги детей обуты в валенки — обычную деревенскую зимнюю обувь. Цветовое решение, выбранное художником для этой работы, создает некоторое однообразие, на картине преобладают белые, серые и коричневые цвета. Несмотря на это, полотно нисколько не наскучивает зрителю. Восторженные взгляды детей вторят чистому свежему снегу. Снежинки ласково касаются их лиц, которые светятся теплом и радостью. ", 1946., 146 x 113 см., холст., масло., жанровая живопись., соцреализм.," Тверская областная картинная галерея, Тверь, Россия."
698,Пластов Аркадий,Фашист пролетел,https://opisanie-kartin.ru/plastov-arkadij/fashist-proletel/,  , 1942., 138 x 185 см., холст., масло., жанровая живопись., соцреализм.," Государственная Третьяковская галерея, Москва, Россия."
699,Пластов Аркадий,Весна. В бане,https://opisanie-kartin.ru/plastov-arkadij/vesna-v-bane/,  , 1954., 210 x 123 см., холст., масло., жанровая живопись., реализм.," Государственная Третьяковская галерея, Москва, Россия."
700,Поленов Василий,Золотая осень,https://opisanie-kartin.ru/polenov-vasilij/zolotaya-osen/,"  Пейзаж «Золотая осень» известного российского и советского живописца Василия Поленова, однокашника Ильи Репина и учителя Исаака Левитана и Остроухова, члена французской Академии, является не самым известным его произведением, но его изящность и проникновенность заставляют написать о нем пару строк. Картина эта написана художником неподалёку от его усадьбы на реке Оке в Тульской губернии и изображает солнечный осенний день. Взор зрителя сразу приковывает река, тёмной змеёй выделяющаяся на фоне золотых деревьев и холмов. Не сразу замечается, но надолго врезается в память сияние солнца на крышах монастыря у излучины реки. Василий Поленов изобразил самое начало осени — жёлтый цвет ещё не полностью захватил пространство картины, пример тому — огромное дерево на переднем плане с ещё зелёной кроной. Но все внимание, конечно, забирает себе река. Чистая вода отражает солнечные блики, небо, солнце и деревья, на отмелях кружит жёлтая палая листва. И хотя художник изобразил на картине осень, понятно, что ещё очень тепло и солнечно, и правильнее было бы назвать эту работу «Бабье лето». ", 1893., 77 х 124 см., холст., масло., пейзаж., реализм.," Государственный историко-художественный и природный музей-заповедник В.Д. Поленова, Таруса, Россия."
